salary;age;elevel;car;zipcode;credit;brand
1.395.757.708;26;0;2;0;3.135.215.168;1
3.053.949.316;70;3;5;1;2.109.947.014;0
145.020.876;80;1;14;8;1.621.839.801;1
8.773.261.178;72;2;11;7;3.392.912.838;1
9.852.596.985;50;4;9;2;2.517.821.526;0
8.657.392.433;29;2;9;0;9.982.295.403;0
1.408.340.868;75;4;13;4;8.693.696.611;1
1.367.435.211;25;0;10;8;1.056.898.787;1
1.401.861.272;42;4;10;4;1.960.442.159;1
255.681.961;65;1;8;5;4.019.584.255;1
1.179.960.549;51;0;4;2;2.132.496.722;0
8.644.483.082;20;1;18;1;2.428.317.166;0
1.128.127.381;55;3;5;5;4.968.341.555;0
6.042.049.975;33;4;2;4;4.824.651.822;0
124.448.956;22;0;19;3;4.054.978.342;1
4.714.043.008;30;0;9;3;5.374.143.606;1
3.745.670.279;57;4;20;0;4.355.672.106;1
2.226.622.775;37;4;17;4;295.806.234;1
5.206.837.184;46;1;3;3;4.406.610.611;1
7.488.261.485;61;2;7;5;4.085.527.882;0
8.075.820.799;61;4;5;7;8.977.499.241;1
5.899.210.001;72;1;9;5;2.660.441.227;0
1.354.604.402;68;2;5;8;3.208.315.307;1
1.139.074.036;51;1;17;6;410.844.125;0
4.189.359.105;29;1;18;2;1.734.122.209;1
3.397.412.071;48;1;7;6;3.109.756.914;1
132.272.724;27;1;11;5;387.904.181;1
8.045.476.393;70;0;5;2;3.487.934.638;1
9.666.230.884;26;0;2;6;1.311.351.581;0
1.303.489.796;72;4;7;2;2.936.894.452;1
1.070.494.199;30;3;12;3;2.685.712.844;1
654.193.947;76;1;7;8;1.600.987.706;0
3.266.871.829;61;2;6;8;2.450.946.285;1
1.404.484.601;45;2;4;6;3.246.657.829;1
7.045.866.025;48;4;12;0;3.961.821.316;1
8.034.677.997;64;1;8;5;684.889.361;1
1.285.760.933;41;3;18;3;1.767.206.928;1
1.125.162.553;24;0;8;2;1.536.116.319;1
1.159.570.616;44;3;16;8;2.115.234.437;0
1.207.792.339;21;3;6;0;4.870.589.121;1
3.224.908.054;26;4;4;7;3.067.617.105;1
5.586.135.097;54;2;4;5;1.569.847.481;1
1.109.761.973;63;0;9;8;1.786.157.313;1
1.407.382.926;57;0;8;3;1.254.968.348;1
1.456.924.461;77;3;15;6;2.908.468.553;1
2.133.239.854;68;2;18;5;3.834.176.793;1
8.457.203.218;40;3;19;3;3.918.427.172;0
134.231.358;63;2;12;2;3.583.598.154;1
7.084.736.178;25;1;20;2;2.637.926.854;0
136.840.942;55;1;20;1;3.701.204.969;1
365.398.605;71;4;19;1;461.741.238;0
7.015.362.162;73;0;7;5;4.051.760.451;0
1.266.355.394;51;3;20;5;2.549.708.214;0
3.792.562.973;43;1;1;8;2.440.656.926;1
6.439.255.734;72;1;14;8;4.707.224.304;0
8.076.243.605;42;1;16;2;3.694.379.168;0
1.289.280.473;32;0;12;0;4.115.377.312;1
2.533.868.028;72;1;10;3;4.123.973.144;0
150000;27;4;6;5;4.246.797.903;1
6.352.451.641;53;3;17;6;2.991.205.133;1
1.132.803.883;48;4;16;4;4.264.221.005;0
3.983.938.021;24;1;17;3;4.182.768.456;1
8.000.871.527;67;0;15;2;3.149.857.237;1
8.183.420.163;23;4;20;5;1.238.200.832;0
5.504.470.672;20;2;7;8;3.164.749.061;0
5.508.480.847;80;1;16;3;1.159.894.362;0
3.856.793.552;20;4;18;7;4.562.132.194;1
1.098.233.488;22;0;9;1;3.455.447.182;1
642.282.362;47;1;3;5;3.675.743.143;1
8.925.952.756;53;4;15;6;2.980.022.273;0
1.059.754.551;34;2;9;1;4.057.522.732;1
1.096.880.426;23;1;7;3;4.577.703.944;1
6.176.989.238;35;3;7;3;1.869.766.132;0
2.360.787.843;53;4;1;6;9.784.574.368;1
2.186.597.527;37;1;14;3;3.350.554.509;1
1.484.752.925;53;2;4;7;1.753.082.361;1
2.566.098.195;60;3;20;1;3.546.096.418;0
7.999.149.772;38;0;17;7;4.665.136.052;0
5.797.453.506;21;0;6;4;6.826.869.753;0
4.573.067.678;22;0;8;4;2.622.903.219;1
6.405.825.419;42;0;6;6;795.208.254;1
8.504.434.633;78;1;19;6;2.906.350.701;1
20000;63;0;9;0;2.268.529.186;1
6.021.189.767;51;4;14;0;500000;1
20000;72;2;5;1;1.957.585.163;1
8.725.576.573;75;2;4;7;9.540.247.475;1
9.062.805.067;62;1;13;5;4.652.781.419;1
2.523.792.753;69;1;8;3;3.312.438.029;0
2.858.124.242;62;0;8;0;6.990.773.765;1
1.126.840.564;59;1;12;8;345824.11;0
2.341.228.337;59;2;19;8;1.689.327.051;0
1.355.282.968;22;0;8;1;6.399.380.266;1
1.260.061.742;75;3;5;1;4.439.302.751;1
2.454.588.181;33;4;12;3;5.277.557.161;1
1.421.028.684;45;2;6;7;416.415.794;1
4.457.771.921;60;3;14;8;3.245.166.776;1
2.191.161.472;70;3;19;4;4.188.278.859;1
1.192.283.511;61;4;20;0;2.262.310.977;0
6.924.837.255;60;1;3;5;434.839.321;1
1.482.317.397;37;3;10;5;3.216.008.189;1
1.246.093.639;57;3;12;5;2.743.829.705;1
6.720.218.006;31;4;11;2;4.359.783.693;0
1.389.752.117;41;3;12;0;0;1
6.800.411.993;57;0;16;1;3.721.988.991;1
1.032.123.669;58;2;15;7;4.239.332.346;0
9.286.731.555;35;2;9;1;2.961.749.947;0
568.387.707;67;4;6;6;3.985.276.932;0
130.578.726;59;4;11;6;0;1
1.262.664.157;38;2;5;7;4.444.330.831;1
8.527.278.211;45;1;14;1;3.005.930.024;0
1.236.616.648;30;3;18;3;3.119.649.591;1
7.929.627.599;40;3;6;8;2.364.671.301;0
2.283.422.923;68;0;15;7;285.082.336;1
4.802.281.295;41;3;20;3;2.316.735.549;1
1.070.478.616;26;1;11;5;3.733.254.506;1
9.163.294.478;31;2;5;0;2.316.993.381;0
9.548.202.851;64;0;2;2;4.775.098.548;1
1.205.471.179;53;1;15;0;1.705.124.058;0
6.257.894.142;38;1;11;2;490.945.484;0
5.826.853.011;49;3;12;5;1.895.289.127;1
3.746.915.113;57;2;14;7;309.190.132;1
1.123.117.492;80;0;9;6;3.160.183.655;1
150000;60;3;19;6;3.257.068.801;1
9.112.551.972;41;0;19;1;0;0
5.178.502.741;55;1;7;8;3.186.118.703;1
1.367.653.162;52;4;8;4;4.395.177.812;1
1.273.967.897;60;1;5;6;4.596.897.221;1
4.350.211.515;47;4;17;2;1.891.454.294;1
2.788.723.496;20;3;15;0;835.608.446;1
8.419.459.144;27;2;16;6;2.142.688.039;0
5.306.274.147;22;0;1;1;4.487.831.515;0
3.512.338.296;58;0;12;5;3.067.540.734;1
1.226.467.231;32;3;15;7;4.122.951.789;1
7.958.054.576;32;0;5;1;2.733.011.336;0
3.345.174.624;70;3;1;7;4.625.182.094;0
7.843.777.169;30;2;20;8;2.833.598.344;0
5.684.387.093;72;3;12;7;7.561.981.045;0
2.876.479.093;31;3;15;6;2.749.564.379;1
1.308.183.193;44;3;17;1;8.395.072.302;1
6.592.956.773;57;1;13;1;1.876.040.795;1
1.148.680.234;31;0;10;6;3.510.045.979;1
7.104.098.058;42;1;14;2;402.471.637;1
1.339.842.883;74;4;2;2;1.390.892.831;1
4.726.138.661;69;3;2;3;6.393.904.143;0
2.519.852.107;46;3;20;4;4.850.810.504;1
1.015.581.719;22;2;18;8;3.578.262.597;1
4.386.810.078;67;1;7;6;4.079.423.555;0
150000;71;0;4;6;4.184.608.807;1
2.557.705.403;32;4;11;1;9.827.092.072;1
3.555.993.121;29;2;3;6;4.198.748.772;1
1.216.909.817;31;4;14;8;3.398.507.573;1
6.480.930.938;51;4;15;6;3.614.334.075;1
150000;37;1;17;0;1.333.899.963;1
9.727.184.224;58;1;7;6;3.960.533.146;0
375.258.691;33;1;11;1;2.224.245.949;1
1.314.498.368;67;4;6;2;2.922.280.942;1
142.742.205;68;2;20;2;1.666.338.768;1
6.792.746.051;48;2;17;3;8.372.564.592;1
4.958.180.114;41;2;12;8;3.947.265.408;1
3.113.392.295;51;1;17;1;3.293.207.089;1
3.340.616.432;51;3;5;0;3.554.698.116;1
20000;38;0;12;6;8.679.234.683;1
1.172.746.451;50;3;11;3;3.311.556.108;0
9.519.839.975;42;0;20;5;8.937.199.141;0
2.072.623.896;28;4;1;5;1.166.851.754;1
7.744.561.939;36;2;6;7;2.612.962.049;0
2.096.281.208;21;4;11;8;5.904.862.472;1
6.884.355.624;24;0;15;5;4.111.830.853;0
1.387.230.641;25;0;2;4;3.318.258.302;1
2.745.977.181;62;2;7;3;858.544.128;0
8.268.666.531;60;0;16;3;3.894.366.854;1
7.623.033.995;21;2;4;4;115.111.884;0
8.711.310.907;32;1;17;5;3.359.900.854;0
7.184.311.594;61;3;7;5;7.179.379.789;0
1.336.208.366;56;0;6;6;2.436.204.866;1
4.132.467.278;58;4;15;4;5.694.446.791;0
8.529.859.241;25;1;9;1;3.252.129.245;0
5.234.099.214;60;0;5;7;2.964.027.093;1
1.156.551.439;75;3;14;7;2.117.855.794;1
3.024.090.993;21;4;17;0;3.705.597.236;1
4.884.799.582;20;2;5;8;1.264.552.792;1
150000;57;1;4;1;5.475.845.371;1
9.898.190.513;35;3;4;2;2.169.140.651;0
5.000.122.396;56;3;1;4;2.771.595.597;1
6.178.453.699;72;1;12;0;2.464.913.592;0
1.415.784.614;52;2;6;2;1.193.746.634;1
3.421.548.697;44;1;10;4;136.649.655;1
3.551.770.518;55;3;10;8;2.704.679.502;1
3.201.866.746;53;4;6;1;2.534.552.694;1
5.438.947.096;73;1;5;6;4.857.892.371;0
7.109.681.835;76;4;15;8;3.812.130.473;0
1.211.327.353;51;4;8;5;383.348.331;0
4.030.196.948;34;0;12;3;1.281.870.573;1
1.258.421.405;80;0;17;8;2.793.373.139;1
5.306.369.404;60;2;18;3;475.491.694;0
1.428.470.274;50;3;1;0;4.985.454.359;1
3.945.949.853;40;1;1;1;1.477.857.186;1
5.294.838.082;57;2;7;8;4.709.432.859;1
2.396.927.882;78;2;18;7;4.559.395.364;0
1.063.798.795;47;3;14;6;3.582.471.207;0
116.840.815;54;4;16;8;4.225.281.145;0
1.071.863.484;26;4;19;3;1.298.232.212;1
1.149.771.136;30;1;12;8;1.602.212.495;1
20000;79;1;7;3;318839.52;1
4.887.861.217;35;3;17;4;9.436.279.622;0
1.355.693.409;40;2;5;3;1.307.029.789;1
7.445.121.164;32;2;6;6;449.376.594;0
4.840.723.949;62;3;13;1;3.671.947.637;0
6.133.739.363;22;1;20;6;3.525.640.837;0
8.315.313.779;27;1;18;8;4.840.961.502;0
6.279.469.235;33;3;18;1;2.413.465.929;0
1.152.578.369;62;0;19;7;4.412.681.461;1
1.008.645.877;58;2;14;5;3.785.720.351;0
8.059.180.811;51;4;14;6;1.964.676.465;0
1.439.216.314;44;2;2;3;400.362.222;1
1.444.270.513;46;2;10;7;3.579.681.181;1
1.232.810.188;70;0;18;6;4.437.545.962;1
137.181.574;42;3;19;4;303.146.458;1
8.861.855.589;68;1;4;4;2.476.608.854;1
7.731.413.722;58;1;1;3;4.636.761.721;0
1.294.152.767;70;4;8;6;3.704.036.619;1
4.676.449.785;72;0;4;4;2.573.211.943;0
460.559.562;66;1;8;2;3.382.570.046;0
1.412.711.054;80;2;5;2;3.641.989.406;1
100.183.059;56;1;16;6;1.256.401.054;0
2.829.871.985;76;3;8;3;3.851.393.986;0
1.172.921.363;70;0;2;6;1.875.252.749;1
2.850.051.039;64;4;13;2;1.634.635.952;0
4.922.842.605;75;3;20;8;6.883.521.862;0
2.595.313.276;72;0;15;5;4.389.232.757;1
5.299.286.244;75;0;15;1;500000;0
4.336.369.002;79;3;11;5;4.281.255.711;0
1.048.965.218;65;3;7;1;3.923.204.437;1
8.995.751.949;22;4;3;6;3.927.024.785;0
3.355.150.323;57;4;20;3;443.063.817;1
7.175.793.381;71;1;11;4;6.546.203.722;0
8.482.563.368;52;0;3;0;4.670.649.758;0
4.136.403.802;50;0;7;4;7.026.223.848;1
1.337.236.497;80;1;19;3;3.585.291.576;1
7.890.680.885;40;2;2;8;3.955.989.504;0
1.016.231.241;20;4;6;4;7.514.504.586;1
1.317.008.026;30;3;20;2;1.940.893.748;1
5.403.903.601;28;4;9;4;3.250.504.129;0
20000;71;1;13;8;4.306.412.165;1
9.606.770.292;62;0;5;5;1.150.204.596;0
1.366.656.623;21;0;14;0;1.379.000.583;1
5.873.028.818;68;2;10;7;0;0
1.303.001.049;57;0;4;6;2.683.296.758;1
4.410.552.451;31;2;15;0;2.615.844.682;1
3.154.500.753;39;0;12;6;1.651.848.888;1
2.398.731.653;67;3;9;5;7.858.516.675;0
4.395.737.135;73;2;10;2;3.435.572.155;0
1.173.871.906;52;0;2;2;1.748.797.329;0
675.549.407;45;0;18;1;2.905.500.779;1
134.041.501;47;2;6;7;3.566.641.556;1
2.589.400.376;45;0;19;4;6.864.905.975;1
1.084.607.392;38;2;20;8;3.355.129.806;0
5.961.537.965;37;0;10;2;4.866.227.197;0
4.884.649.121;78;3;12;3;4.890.060.272;0
1.118.725.514;25;4;2;3;1.556.929.061;1
8.892.029.871;56;4;13;5;2.888.525.811;0
9.237.214.745;37;0;18;8;4.029.566.766;0
1.339.509.994;79;0;12;8;768.414.371;1
5.051.987.715;33;3;14;5;4.404.800.119;1
2.948.294.567;50;1;13;4;4.404.243.948;1
1.260.656.534;78;2;13;0;4.184.313.782;1
150000;72;1;14;3;3.540.943.168;1
9.458.703.034;47;1;18;2;4.628.322.837;0
9.203.054.842;41;1;1;1;275.704.607;0
106.401.446;45;2;3;6;2.183.074.309;0
1.222.822.972;73;3;5;3;4.772.942.228;1
1.491.398.535;71;1;18;5;3.572.012.768;1
1.341.383.036;20;4;18;2;2.227.987.841;1
6.872.555.044;53;0;17;0;4.491.158.248;0
1.286.592.533;64;3;18;5;2.591.725.921;1
1.257.055.863;60;1;4;4;4.843.347.462;1
3.625.777.534;39;0;20;4;1.915.131.033;1
5.991.290.118;20;4;11;7;1.802.281.059;0
1.491.200.591;71;4;14;1;4.151.532.128;1
7.378.866.719;76;4;5;5;2.225.939.677;0
1.489.532.322;72;3;8;6;2.263.750.338;1
2.750.239.038;74;1;10;4;252.854.646;0
1.039.964.255;76;2;6;7;322.201.996;1
1.062.542.391;34;2;5;7;7.568.425.746;1
5.505.866.772;70;0;19;5;3.060.271.615;0
2.886.780.256;70;1;14;2;4.465.814.101;1
6.260.800.387;35;4;16;1;4.606.211.441;0
1.207.592.224;66;4;19;2;2.575.799.666;1
1.419.897.686;63;0;9;5;8.712.317.715;1
3.483.656.457;75;0;17;5;1.457.710.301;0
7.140.525.919;61;0;9;5;2.000.101.617;0
9.096.871.006;48;4;14;2;1.614.977.113;0
4.471.792.223;43;2;12;3;3.471.517.705;1
6.445.657.626;71;3;4;1;9.085.093.346;0
7.536.150.496;35;1;3;8;3.540.338.194;0
1.382.943.045;55;1;13;6;4.774.399.112;1
1.283.261.708;65;4;17;0;4.592.504.871;1
1.054.352.306;68;2;6;8;2.872.333.828;1
9.980.040.868;43;3;12;5;4.886.913.887;0
101362.96;80;3;3;7;3.513.207.908;1
4.675.573.525;76;3;3;1;2.894.802.591;0
1.318.492.239;31;3;10;0;4.571.468.019;1
4.836.718.763;31;2;13;8;5.377.504.572;1
734.498.843;22;4;1;1;4.673.818.581;0
1.287.125.256;52;0;5;7;4.931.373.449;0
1.026.877.175;65;1;1;2;1.316.605.552;1
9.312.069.388;51;0;3;7;5.023.602.232;0
1.253.438.945;21;0;10;7;9.647.014.248;1
8.454.502.892;39;3;16;1;850.122.626;0
9.283.530.194;43;2;11;2;4.505.365.286;0
1.407.685.704;35;2;15;6;7.174.334.952;1
6.755.657.465;77;3;4;7;4.068.176.055;0
1.348.025.842;46;3;17;0;2.600.518.021;1
6.631.555.358;34;4;12;1;8.990.146.494;0
123.314.932;76;1;1;5;1.171.612.077;1
4.634.992.674;37;4;15;2;2.244.834.233;1
1.074.796.935;20;2;12;1;4.187.551.765;1
4.248.557.703;65;3;5;7;1.569.489.462;0
1.334.755.708;70;1;4;1;2.095.549.301;1
3.604.306.976;76;0;14;4;3.493.096.262;0
28.890.361;43;3;16;0;3.678.484.633;1
3.662.744.631;27;4;12;2;2.593.617.656;1
4.680.535.548;64;1;5;4;1.950.642.701;0
479.161.722;28;4;20;8;4.073.411.917;0
1.420.960.326;64;0;7;1;2.532.339.651;1
673.351.821;42;2;2;0;4.263.821.652;1
7.310.574.437;28;3;8;5;3.077.174.231;0
106.171.655;64;0;15;7;1.214.906.683;1
1.149.793.639;43;4;8;8;1.326.337.933;0
5.440.330.071;61;3;14;1;3.275.089.289;0
776.091.246;56;1;3;5;4.812.034.886;0
1.198.569.413;77;2;13;0;1.473.495.984;1
585.889.936;45;1;1;1;1.667.632.837;1
105.533.256;43;3;4;3;3.605.496.452;0
3.511.460.474;80;4;9;7;221.372.515;0
428.144.731;54;1;11;2;373.195.594;1
1.286.283.542;52;1;11;3;4.550.729.486;0
1.217.318.175;47;0;18;0;1.546.942.678;0
140.804.188;25;2;17;3;1.621.234.694;1
6.907.179.547;51;0;15;6;143.924.085;1
9.048.762.454;29;4;11;8;9.450.024.862;0
1.007.099.223;68;2;19;4;1.671.629.363;1
1.216.428.284;55;4;13;3;206.830.014;0
502.311.086;59;4;17;5;1.942.256.162;1
5.073.640.867;29;2;20;2;4.333.803.014;1
1.470.202.151;33;1;1;0;2.736.677.091;1
9.281.339.253;23;0;5;0;4.059.032.931;0
7.440.540.911;80;0;9;4;766.556.623;0
20000;45;2;18;5;3.549.795.052;1
142.288.195;80;4;13;7;500000;1
1.157.545.673;67;3;4;5;3.202.244.495;1
8.373.353.013;76;3;15;1;3.217.795.761;1
4.286.098.436;38;3;5;6;3.470.413.557;1
6.883.148.188;31;3;9;3;3.948.089.007;0
923.074.924;43;4;19;2;4.715.896.276;0
2.888.355.132;53;2;19;4;8.944.155.563;1
1.123.367.869;72;0;9;1;2.576.653.135;1
7.320.141.088;54;3;4;5;1.066.459.194;0
136.258.121;72;0;19;4;3.798.621.599;1
124.845.421;45;1;3;2;3.625.625.275;1
699.133.906;58;2;9;8;1.242.910.733;0
7.304.922.066;43;1;18;1;196.839.722;0
1.298.427.644;20;0;14;5;1.054.488.753;1
1.003.459.821;76;0;3;3;2.398.251.576;1
1.384.307.484;69;4;13;6;1.688.701.419;1
1.096.959.069;73;1;4;0;1.060.738.738;1
1.034.484.442;37;1;12;0;460.509.521;1
150000;22;4;4;4;2.829.910.159;1
5.465.592.174;63;3;15;3;4.968.759.918;0
4.905.653.295;80;3;18;8;4.079.023.729;0
101.116.337;38;1;13;8;2.575.070.394;0
1.083.857.486;47;4;2;0;4.325.869.092;0
8.981.145.235;24;2;13;7;4.227.835.503;0
8.399.223.912;48;3;3;8;4.025.256.174;0
4.911.135.158;52;3;5;6;3.496.882.051;1
5.363.330.109;54;2;14;6;2.080.267.852;1
1.270.841.838;40;0;9;2;1.046.904.852;1
5.362.732.221;45;4;20;4;1.477.345.503;1
8.932.474.492;73;2;5;6;3.447.975.011;1
124.787.509;69;0;1;7;0;1
9.613.407.526;73;1;11;2;2.141.761.912;1
1.212.154.726;32;1;17;0;1.113.523.813;1
267.947.174;45;0;8;8;500000;1
1.171.605.736;66;0;9;3;2.571.072.086;1
6.876.777.704;25;2;15;4;404.390.075;0
1.177.340.911;59;3;11;0;2.920.786.065;0
1.251.331.713;45;1;1;8;2.337.392.844;0
9.460.775.501;65;3;6;8;3.586.113.034;1
7.181.625.777;38;4;16;1;4.320.405.755;0
5.018.917.271;62;2;20;1;1.344.704.186;1
9.346.588.868;79;1;17;3;1.136.637.931;1
8.895.718.098;80;2;15;7;2.923.937.506;1
8.095.568.493;39;0;2;8;9.877.150.514;0
393.546.087;36;1;3;6;2.338.459.623;1
4.561.567.594;27;3;13;6;3.428.279.801;1
105.106.482;26;2;3;6;1.470.656.905;1
3.015.471.778;72;3;18;5;6.504.809.915;0
1.375.669.489;70;0;12;3;4.582.436.511;1
1.228.221.022;37;0;11;0;8.591.574.659;1
8.715.831.914;80;2;19;2;4.472.853.789;1
1.355.890.107;32;0;15;1;2.336.133.062;1
1.203.524.882;26;3;12;4;1.373.858.231;1
150000;20;2;2;6;500000;1
812.358.132;33;1;3;4;9.495.897.649;0
6.633.606.767;32;0;20;0;2.101.150.306;0
3.661.246.397;29;4;4;8;2.476.026.029;1
9.524.519.749;58;0;14;6;669.904.574;1
5.300.546.433;76;4;12;7;2.760.051.719;0
1.282.209.902;44;2;18;7;2.931.057.291;1
1.015.933.383;68;4;6;1;517.095.648;1
5.878.892.044;66;1;7;2;4.908.358.294;0
535.502.852;35;2;2;8;759.103.763;0
9.374.134.639;55;4;2;7;8.312.328.097;0
6.231.056.873;71;0;2;3;1.214.172.463;0
128.060.803;50;3;18;1;4.410.735.014;1
1.067.418.171;69;3;19;7;362.255.182;1
2.540.191.905;43;0;12;3;2.982.384.205;1
1.406.938.718;79;4;17;0;2.946.062.747;1
465.581.838;61;3;10;4;818.433.742;0
8.336.657.322;51;2;6;0;138.436.195;0
1.130.506.074;40;2;6;2;2.915.639.315;0
4.785.847.099;72;0;20;6;9.194.325.154;0
4.901.328.817;46;3;17;5;1.128.872.103;1
9.047.694.629;59;3;13;2;2.231.997.147;1
770.305.809;70;3;16;7;1.394.376.755;0
121.416.618;57;0;3;6;4.460.351.539;0
5.972.043.148;63;4;6;5;3.397.883.012;0
9.899.778.948;38;2;19;3;4.831.464.945;1
1.110.926.819;76;4;17;2;1.685.037.222;1
62.629.399;52;3;19;3;2.822.068.845;1
5.680.108.526;46;0;10;1;2.622.063.111;1
5.402.349.649;41;3;13;3;3.221.470.587;1
1.120.043.089;68;0;13;0;1.732.889.543;1
1.061.464.573;59;3;13;7;2.207.353.863;0
5.936.764.613;76;3;20;2;2.930.591.685;0
1.004.095.083;64;0;16;5;261.066.285;1
6.865.416.653;70;2;3;6;4.907.187.099;0
1.320.330.501;52;3;6;0;5.935.950.169;1
7.810.468.126;55;4;3;5;2.300.298.243;0
1.136.023.857;78;4;3;6;4.577.186.127;1
8.170.686.183;72;3;11;3;2.664.890.718;1
135.259.598;25;3;20;5;2.054.794.089;1
9.903.924.148;32;4;8;1;7.511.241.405;0
5.725.978.672;42;1;18;4;3.324.179.254;1
1.307.224.508;42;1;12;2;1.127.215.572;0
5.498.965.703;24;3;20;4;2.755.994.759;1
4.470.353.468;28;0;15;8;3.829.602.434;1
8.268.814.081;30;3;11;0;4.813.996.751;0
5.348.529.872;71;0;18;7;1.027.337.934;0
6.159.459.306;49;2;17;5;4.364.509.809;1
3.774.256.021;47;3;16;6;4.888.335.032;1
6.671.762.519;20;1;13;3;6.887.851.963;0
6.929.505.419;77;2;19;6;4.950.071.389;0
1.387.645.224;60;0;13;0;4.241.681.859;1
1.141.200.552;32;4;15;4;448.196.343;1
20000;43;2;2;0;4.180.647.871;1
1.267.207.736;20;1;13;0;1.111.175.451;1
1.273.491.471;46;1;6;5;4.389.076.577;1
9.056.588.421;40;0;3;3;4.651.212.777;0
5.671.891.527;23;3;10;6;1.091.369.433;0
332.158.472;54;2;17;5;1.821.605.167;1
2.400.556.482;23;3;3;7;4.683.887.022;1
8.197.346.006;40;1;1;5;322.249.807;0
1.213.811.033;21;3;4;4;1.793.328.921;1
143.599.422;50;4;14;3;1.347.007.801;1
4.705.092.805;71;0;17;3;2.713.254.092;0
3.609.116.562;64;3;1;2;3.302.604.531;0
3.725.608.503;78;4;5;2;2.040.162.733;0
9.562.408.598;31;4;5;3;3.945.183.376;0
3.655.545.539;55;1;14;7;1.132.151.068;1
5.653.647.129;35;0;15;7;280.368.683;0
1.477.056.926;20;4;15;4;1.109.881.295;1
111.330.173;38;2;17;7;2.311.428.804;0
1.424.230.664;63;0;14;5;2.679.167.253;1
3.635.317.531;67;0;9;0;1.410.774.127;0
1.236.449.499;42;2;19;2;4.464.126.369;0
7.185.619.559;49;3;2;6;1.118.016.136;0
2.341.542.559;69;3;9;5;1.709.057.179;1
4.822.415.919;75;2;8;3;3.183.496.423;0
20000;39;2;17;0;2.138.279.983;1
623.679.314;37;0;14;7;2.616.009.019;0
9.027.856.501;48;0;7;1;6.221.267.115;0
669.364.148;28;1;6;8;2.864.600.669;0
1.179.105.629;36;3;14;4;2.412.435.476;1
1.486.944.385;47;1;16;7;2.782.956.256;1
6.779.633.014;33;0;20;6;6.022.616.224;0
3.581.542.831;76;3;19;5;500000;0
3.721.586.278;79;4;10;8;466.504.286;0
931.858.728;50;0;3;6;4.377.336.946;0
1.351.659.217;48;3;11;3;1.864.694.013;1
2.954.459.758;39;1;19;6;1.152.237.989;1
421.186.406;28;3;15;8;4.517.536.147;1
1.124.563.095;48;3;15;3;2.367.885.441;0
337.945.949;78;1;17;7;1.103.784.749;0
2.964.049.556;72;0;16;0;500000;0
1.000.789.087;23;2;8;5;3.628.256.806;0
3.623.605.613;25;4;18;8;450.007.152;1
682.467.925;46;3;1;7;0;1
150000;58;4;2;7;3.095.251.065;1
653.137.879;80;2;18;8;2.280.822.939;0
1.169.066.071;41;3;5;6;1.054.355.396;0
1.164.106.911;52;1;5;4;6.318.130.974;0
9.829.591.757;42;4;15;4;2.361.365.493;0
1.199.652.964;29;1;16;6;258.434.529;1
6.075.151.063;41;2;9;5;3.504.251.131;1
2.508.683.604;70;4;1;6;2.134.088.945;0
50.347.023;53;1;2;1;1.394.929.312;1
138.173.329;55;0;15;6;3.881.798.706;1
1.176.724.516;45;1;5;7;3.700.413.739;0
6.002.277.414;77;3;4;4;7.421.354.404;0
7.436.468.156;46;0;5;0;4.663.470.553;1
9.676.834.271;80;0;20;7;0;1
1.091.197.039;62;2;8;1;4.403.381.379;1
4.898.758.339;70;4;8;7;3.697.616.239;0
1.486.247.373;60;4;9;8;3.707.973.153;1
7.712.152.122;36;2;10;1;411.965.534;0
7.501.962.854;21;1;3;7;2.298.455.435;0
6.850.919.266;42;3;13;1;2.177.321.826;1
1.037.801.125;52;0;4;8;1.747.780.032;0
1.357.626.318;33;4;6;8;2.503.005.207;1
8.921.555.076;50;0;19;0;1.160.923.671;0
6.296.180.199;41;3;2;3;464.532.097;1
1.199.058.453;31;4;9;1;4.398.216.513;1
9.674.998.846;56;4;9;4;245.983.806;0
6.248.206.728;80;0;7;7;3.875.185.309;0
3.363.470.899;48;4;1;2;1.288.860.161;1
490.015.195;54;2;15;2;4.570.245.708;1
6.047.903.801;24;3;3;2;3.681.942.831;0
1.011.886.031;64;3;9;4;2.446.821.416;1
1.117.573.877;58;3;1;8;4.269.767.073;1
261.191.436;79;3;1;3;1.180.225.162;0
1.410.575.951;28;0;17;2;1.204.714.557;1
7.514.962.355;28;2;13;1;3.562.471.988;0
5.400.753.138;35;4;14;4;2.517.620.935;0
443.308.398;28;1;13;0;2.776.852.336;1
1.124.955.271;72;4;14;0;1.488.966.194;1
1.431.498.999;43;4;20;2;1.397.753.987;1
5.816.152.639;48;4;15;6;1.861.366.755;1
1.388.960.497;65;4;16;5;3.717.099.068;1
5.492.877.274;80;2;9;5;1.509.673.978;0
1.392.200.207;36;0;10;8;1.806.567.629;1
4.750.755.036;76;0;19;7;2.683.917.958;0
618.585.468;32;2;9;6;3.256.006.989;0
1.145.957.254;55;3;11;2;2.451.307.349;0
1.082.923.198;61;0;12;8;2.675.775.725;1
20000;36;1;5;8;4.143.138.246;1
5.898.954.538;80;1;10;7;3.834.802.698;0
9.700.106.212;78;4;5;5;3.310.830.378;1
5.681.362.411;73;0;15;6;4.199.846.128;0
1.419.261.291;48;4;2;4;3.622.187.844;1
3.490.531.894;54;1;5;2;9.641.374.997;1
1.010.542.002;46;2;1;1;3.062.318.429;0
3.536.374.198;43;3;14;0;3.613.973.719;1
